날짜,리뷰
2022-11-13,"옷에 이상한게 덕지덕지 붙어서 왔어요
핏은 마음에 드는데 교환하기 귀찮아서 그냥 입는데 제품 검수가 좀 필요할 것 같아요"
2022-10-11,"퀄리티 너무 별로에요. 돈이 싼 가격도 아닌데 그에 비해 퀄리티가 너무 떨어지네요..;
괜히 산것 같아 후회 중입니다. 차라리 돈 더 주고 브랜드있는 옷 사는게 백배 나을 정도에요. 비추입니다."
2021-10-20,할인 받아서 사서 별 기대는 안 했는데 너무 얇고 색상도 어둡네요ㅠㅠㅠ그리고 밑에 고무줄이 너무 별로예요..레이어드해서 입기 그닥...핏도 그렇구...실패했네요ㅠㅠ
2023-04-06,"2개샀는데 저번꺼도 이번꺼도 택배받자마자 안감 보풀먼지 대박이네요 
한번빨면 나을까싶었는데 ㅡㅡ 후드티 하나 돌돌이 하는데 이정도 나와요 다 한게아니라 아직도 하는중이에요 계속 계속 나옴 끝이없음 ㅡㅡ 스트레스 너무받아요 다시는 안살듯 하.. 탈탈터니까 먼지 엄청날려요"
2022-11-28,"처음엔 몰랏는데 몇번 입다보니 하..
안에 기모 왜케 묻어나요..? 
겉에 먼지 엄청 날리고 
다른 색상도 살까했는데 안삼...
두번째사진 검은바지 돌돌이하고 
입은건데 바로 겉먼지 날리더니 바지에 붙음"
2021-04-28,"와 스파브랜드 값인데 퀄리티는 어디 중국시장 제품인가요..
귀찮아서 퀄리티 별로다 그냥 대충 입자 하고 교환&반품 안했는데 세탁기 돌리고 놀랬네요..
빈티지인가요. 메이드 제품이라 기대 했는데 색상 제외하고 뭐하나 맘에드는게 없네요.."
2022-09-23,"이게 뭔가요…ㅎㅎ
포장상태가…말도 안되네용 ㅎㅎ
뜯어진거를 모르고 보내신 것 같지가 않은게 다른 옷들라고 같이 왔어요 그것도 박스에..왜이런가요 정말"
2021-10-23,"박음질을 잘못한듯 싶더라구요
목부분이 이상한거 껴서 되어있는데
어차피 대충 집앞나갈때 입을거라 반품교환귀찮아서 입어요."
2021-06-27,이걸 어떻게입죠 ㅋㅋ 너무펄럭거려서 살짝만 숙여도 속 다보여요ㅋㅋ 뚱뚱한 사람만 입을수있을듯 날씬 마른 체형은 사지마세요 진짜 걍 안에 뭐입었는지 다보여주는옷
2022-11-11,어깨쪽에 얼룩과 구멍이 나서 왔어요 화상 면접때문에 급하게 구매한거라 반품 신청도 못하고 그냥 입네요 너무 얇아서 속이 다 비쳐요 흰색이라 어쩔수 없긴 하지만요 그리고 저 70C인데 가슴쪽 다 벌어집니다 ;;
2022-09-09,인스타보고 코디가 너무 이뻐서 샀는데 3만원…은 좀 아닌것같아요… 만원대 퀄리티정도네요 그리고 색상이 ㅠㅠ 2배는 쨍바고 밝아요 평범한 소라색이에요 ㅠ 카라는 직접 다림질해서 입어야해요
2023-05-24,일단 받자마자 냄새가 너무너무 심해요 ㅠㅠ 구린내..??라고해야하나.. 섬유유연제 담가놓고 빨았는데도 냄새가 안빠지네요.. 원단은 시원한 재질이라서 괜찮은데.. 냄새가 너무 안빠져서 못입을것같아요... 모르고 구매확정 눌러서 반품도 안됨..ㅋㅋ 냄새에 강하시면 주문하세요..
2021-10-22,해당 상품으로 2가지 컬러 구입했어요 구입 후 가격에 비해 퀄리티가 안좋아서 반품했더니 상자열자마자 자극적인 향기가 확 나서 반품 불가하다는 말에 어쩔수없이 6000원 내고 다시 돌려받았네요 다시 받아본 결과 솔직히 어떤 향이 난다는지 모르겠어요 주관적일 수도 있어서 다른사람에게도 확인차 보여줬으나 동일하네요 입씨름하기 지쳐서 걍 안돌려보내요 정말 이런 쇼핑몰 처음이예요
2022-01-18,"핏이 너무 별로예요 ㅠㅠ 생각보다 목이 너무 올라오고
접히지도 않아서 너무 답답해보여요"
2022-09-06,핏도 어벙하고 무엇보다 제품 질이 너무 떨어지네요. 이 가격에 그런걸 기대하면 안되겠지만 좀 심합니다. 사진처럼 실밥 처리도 잘 안되어 있고 하얀색이라고 하기엔 색이 좀 탁해요. 그리고 무엇보다 정말 심각하게 구겨져 있어서 황당했어요. 사진은 제가 10분 정도 스팀 다림 한건데도 이정도입니다;;; 환불 기간 놓쳐서 아쉽네요
2021-11-09,"배송은 2주만에 받앗고, 2주동안 문의글만 3번남김 근데 2주간 아무런연락도 취하지않고 앵무새 마냥 같은 말만 반복함  근데 옷이라도 괜찮으면 다행인데 다행은 개풀뜯어먹는소리임 ㅡㅡ 실밥 다 풀려잇고 바느질 마감 엉망에 실밥 크리티컬 오지고  양옆셔츠 길이 하나도 안맞고 ㅋ가오리셔츠도 아니고 조올라 그냥 애매함   ㅋ 그냥 돈에 눈멀은 인간들에게 사기당햇다 생각하고 쓰레기통에 버림 ㅋㅋㅋㅋ 진짜 옷사서 이렇게 바로 버려보기는 처음임..  여기서 처음으로 구매했는데 두번다신 쳐다도 안볼꺼임 ㅋ 이거 살꺼면 그냥 동묘가서 구제사는게 훨씬 좋을꺼에요 여러분^^ 잘생각하고 사지마세요^^! 제발!! 이 글 지우나 안지우나 매일 와서 볼게요 ^^ 이런게 진짜 찐 솔직리뷰이니까 ^^ 그쵸?"
2021-10-21,"옷 도착 후 제대로 확인 안하고 뒀다가

오늘 입으려고 봤더니 단추구멍이 다 막혀있네요

한개가 아니라 전부 단추구멍이 다 박음질만 되어있고

막혀 있어서 직접 칼집내서 입었네요ㅋㅋㅋㅋ

검수 제대로 하세요"
2023-03-16,"불량 대잔치;;
옷에 식초냄새가 엄청 심해서 받자마자 베란다에 냄새 빠지라고 널어놔서 얼룩을 이제야 봤네요 비닐을 버려서 반품도 못하고..
카라에 누런얼룩, 오른쪽소매에 파란색 줄 2개
좀 빡치지만 세탁하면 없어지길 바람"
2023-02-22,방금 배송와서 냄새가 너무 나길래 길이 확인만 하고 세탁했는데...  말릴려고  봤더니 찢어져있는 경우는 뭔가요..? 집에 이 옷이 온지 1시간도 안됐는데 ㅋㅋㅋㅋ 세탁해서 환불은 못하지만 다신 안살듯  저퀄리티 돈 아까움 그리고 옷도 잘 주름지고 핏 안예쁨 다른거 사세요
2023-04-26,"흰색은 나름 괜츈.. 차콜?이엿나 그건 믿고 거르시길...여기 옷 좋아하는데 차콜색 팔 길이도 다른거와서 반품했더니 문제 없다고 반품비 5,000원 차감하고 환불시켜줌...; 내가 입어도 엄마가 입어봐도 양쪽 팔길이가 다르던데 검수했는데 문제 없다함 불량 아니니 다시 재판매 할려나 ㅜ"
2021-10-20,재질이 무슨 커텐? 식탁보? 재질이에요 깜짝 놀랐어요…. 카라도 힘없고.. 한번 입고 간단하게 주름 펴려고 드라이기 바람 댔는데 바로 오그라지면서 구멍 뚫렸어요 가격이 싼 건 알겠는데.. 일회용 치고는 비싸요ㅋㅋㅋ
2022-07-09,"소매부분 애매하게 짧아서 킹받음. 배송은 15일 좀 넘게 걸렸음. 이 옷 하나때문에 다른상품들도 묶여서 배송지연 엄청됐음. 주문많은 상품은 꼭 배송지연 가능성 감안하고 구매하시길. 카톡하나 달랑와서, 다른두가지상품은 빨리보내달라하니 답장도없음. 그리고 문의하면 답도 느리니 예상하고 문의하시길. AS는 뭐 거의 안된다고보면됨."
2022-04-07,"흰셔츠인데 이렇게 볼펜자국 그어놓으면 씁니까ㅜㅜ
물파스,락스질 해도 절대 안 없어지네요^^;;
그나마 다행인게 뒤쪽 엉덩이쪽이라 
치마안에 넣어입을거라 걍 귀찮아서 반품은 안하는데...
그리고 냄새가 엄청나요;;;
저렴하게 팔아도 검수 좀 제대로 하셔야할듯
흰셔츠에 이러면 믿고 여기 쇼핑몰에서 구매하겠나요
다른곳도 여태 볼펜 그어둔 적은 없었는데 쩝"
2020-09-28,"옷이 몹시 얇고 가볍고 흐물거리는 재질이에요.
아이보리 색상도 같이 구매했는데 사진과 톤이 아예 달라보닙니다. 바탕색은 아이보리 색이 아니라 물빠진 거 같은 베이지색이고 체크패턴은 회색이 아니라 와인색을 띄어서 전체적으로 봤을 때 너무 달라서 실망했습니다. 노란 조명에서 찍은 거 아니고요. 구매한 여러 벌 중에서 한 개만 개별 반품을 해도 최초배송비가 같이 청구됩니다. 이런 정책은 다른 어떤 쇼핑몰에서도 본적이 없어서 당황스럽네요"
2021-09-04,잉 넘 얇아요 가슴80a인데 끼여요 상체 4455입는데...? 어깨 피는 순간 단추 벌어지는거 알죠? 강제 쭈구리 만드는 옷이에요 살짝 입고 당황스러웠네요 그리고 물묻은거 티 진짜 잘나는 재질이라 땀나면 그 회색옷에 땀흘린거 티나는것 만큼 나요...왜죠..ㅠㅠ 그런거 없애려고 흰색사는건데 정말 슬프네요 참고하세요
2021-07-12,"만졌을 때 시원하고 모델 분이 입으신 핏처럼 나와요! 다만 카라가 엄청 빳빳하게 와서 윗단추를 풀어입을 때 조금 애매한데 한 번 빨고 나면 괜찮아질것같아요!

팔 쪽에 한땀한땀 뜬 것 같은 모양을 빨래 널면서 발견했네요..세탁기로 잘못 된 거면 제 잘못이니 넘어가겠지만 이건 누가봐도 처음부터 잘못 된 건데 한 번 빨아서 안된다네요..세탁한 건 제 잘못이니까..모두 한번씩 확인하세요 박음질 된 무엇인가를 떼고 판 것 같네요"
2022-03-31,"너무 실망이에요. 싼 값에 산 건 맞지만 옷에 실밥이 너무 많이 있어서 제거 해도 계속 나오구요. 
저한테 배송 보내주신거 남이 입다 환불한 옷이네요
실밥 떼다 발견한건데 옷에 염색모가 붙어서 왔어요 
전 흑발모라 저런 밝은 갈색 머리가 나올 수 없는데 말이죠
다른 사람 머리카락은 물론이고 옷에 보풀 흔적도 너무 많구요

하나하나 실밥 제거하느라 스트레스받아 죽겠는데 남의 머리카락까지 보니까 기분 진짜 별로네요.... 옷 검수도 제대로 안하고 보내주신거 2만원도 안되니까 환불 하기 애매한 가격이란걸 알고 일부러 그러신건지 참 ..ㅋㅋ

처음이라 좋은 후기만 있어서 믿고 산건데 저라면 돈 더 주고 마감처리 제대로 된 불량검수까지 잘 해주는 곳에서 사고싶네요

그리고 모델 사진 소매 접어놔서 벌룬핏 아닌 것처럼 해놓고 받으니까 벌룬핏..ㅋㅋ 너무 싼티나요 속임수 써가면서 착샷 올려둔 것도 이해 안되고 초등학생이 입어도 싼티나 보일 것 같아여 ㅎㅋ
만오천원 버렸다고 생각하려구요!! 애초에 후기를 별점 낮은 순으로 하고 봤어야되는데 이건 제 불찰이네요^.^

혹시라도 안 믿으실까봐 제 머리색이랑 옷에서 발견된 염색모 사진 첨부해둡니다~.~
부디 이 후기 보고 후회없는 소비 하시길 ㅜㅜ"
2021-11-04,"아무리 가격이 싸다고 해도... 불량이 아니라고 하기엔 이상한 퀄리티 입니다.
후면과 동일하지 않은건 이해하는데 정면 원단 오른쪽 왼쪽 체크 비대칭이구요..
모델컷은 정상이더군요. 후기로 같은분 다른분 중구난방..
재봉상태.. 삐뚤빼뚤 실밥정리는 생각도 안한듯하구요.
소매는 생각도 못하고 미처확인 못했는데 벌룬형(?)에 고정형이네요.. 이건 모델컷으로 잘 확인 못했는데 다른분들 참고하세요~"
2021-09-10,"실밥 너무 많고 손목, 목 뒤, 단추구멍 등 마감이 별로라서 하나하나 잘라줬어요;; 핏도 저한테는 안 어울리네요 팔통이 너무 커요 비싼 가격 아니라 환불 안 하고 그냥 입습니다
+) 세탁 한 번 했더니 보풀도 쩔어요;;"
2022-12-31,옷뒷면에잉크자국.반품귀찮아서 저정도야뭐 그냥쿨하게넘어가려는데 아직세탁도안하고 뜯어보자마자 탁탁털었을뿐 보풀장난아님 아 후기쓰는것도귀찮은데 내돈주고샀는데 짜증나서 후기쓰네요
2021-10-01,"오버핏이지만 별로 안 이쁜 핏이네요 소매도 단추가 없고 벙벙하고 어떻게 입어야할지ㅠ고민 중

+절대 사지 마세요 검은옷이랑 같이 입으면 흰 먼지같은거 대박 묻음 옷 한번 빨면 나아질까 싶었는데 전혀 효과없음 딴 옷에 보풀나게ㅜ한단 후기 읽고 뭔 말일까 궁금했는데 뼈저리게 깨달음"
2023-01-14,"지그재그 3년 쓰다가 처음으로 후기 남깁니다.
가격 생각해서 퀄리티 어느정도 감안하고 주문했습니다. 입어봤는데 아무리 봐도 뭔가 이상하고 어색해서 보니 카라가 짝짝인데요ㅋㅋㅋㅋ 원래 이게 맞아요?? 배송 빠르게 하시느라 최소한의 검수도 못 하시나봐요. 출국 직전에 급하게 구매한지라 교환 / 반품할 시간도 없어 알아서 폐기할게요. 원래 카라가 이렇다면 할 말 없습니다.."
2022-08-16,"두 번 입고 재질특성상 손빨래 정말 살살 조물조물 하고 옷걸이에 걸려는데 발견했어요..
처음 올 때부터 이런건지는 확인을 못했어요 카라 아랫부분에 덮여있는 곳이거든요
반대쪽은 분명 단단하게 박음질 되어있는데ㅠㅜ
딥블루 색상 먼저 입고 너무너무 맘에 들어서 그 이후에 시트러스 입은건데 이렇게 튿어져 있는 걸 발견하고 너무 속상..
98도씨 정말 오랫동안, 그리고 가격대비 옷들이 정말 튼튼하고 예쁘게 만들어져 좋았는데 이런 경우는 처음이라 당황스러웠네요😢"
2021-02-23,우선 제 머리카락이 아닌 머리카락이 총 세가닥 정도 같이 왔고요... 실밥정리가 제대로 안되어있어서 (특히 단춧구멍) 굉장히 불편했습니다. 단추를 구멍으로 넣었다가 뺄 때마다 단추가 실에 걸려서 다 튿어져요... 핏도 완전 어벙벙하고 유튜브에서도 보고 이거 평 보고도 완전 기대하고 산거였는데 ㅜㅜ
2022-04-11,일단 재질 꼭 확인하시고 사진보다 더 아이보리색 셔츠인거 참고하세요! 코로나때문에 배송오면 한번 피팅하고 바로 세탁하는데 세탁하고 나서 스팀다림질해도 구김이 잘 안펴져요! 어벙벙한 옷입니다ㅓㅓㅏ
2021-05-11,"사진보다 훨씬 훨씬 훨씬 어두워요 
사진 믿지마세요 여러분..
실도 여기져기 많이 튀어나와있고 단추랑 마감 부분도 다 퀄리티 엄청 안좋아요
실 풀려 있는 부분만 20군데가 넘고 팔길이도 오른쪽 왼쪽이 달라요 ㅋㅋㅋㅋ
저렴한덴 다 이유가 있네요 ㅠㅠ
반품비용 5000원 추가로 들고 반품 절차 엄청나게 힘들고 까다로워서 그냥 당근에 팔려구요 ㅋㅋ"
2021-06-07,솔직히 반품하고 싶었습니다만 반품비 5000원이 아까워서 걍 입기로 했어요. 사이즈가 이렇게 큰 포대자루 사이즈였다면 구매하지 않았을껍니더. 일반적인 셔츠 사이츠에서 조금 큰 오버핏 생각했는데 왜 모델의 풀샷이 없었을까 이제서야 이해가 됩니다. 여정님 말씀처럼 입고 우길 수 있는 수준이 아니예요 ㅠㅠ 1개만 샘플로 샀으면 좋았을텐데 담부터 색상 다른 2개이상은 구매하지 않을래요... 에어콘 쌩쌩할때 대체용으로 걍 입을려고 반품 취소합니다....그나마 소라보다는 색상은 나아요
2022-05-31,"옷이.. 다 뜯어져서 왔어요.. 하..
진짜 회사와서 알아서.. 울고싶은 하루였네요....
제대로 검수하신건 맞을까요?... 정말 우울하다....
색별로 사려고 일단 하나 먼저 사 봤는데.. 
무서워서 못 사겠네요.. 우울해..
사진보다 실제로 보면 더 심각해요..
그리고 굉장히 더운 재질...입니다.."
2022-03-15,"이번에 여기서 옷 2개 구매 했는데 다 실망적이네요.. 그냥 싸구려 옷 같아요. 딱 가격값,,, 사실 다른 쇼핑몰 보면 이 가격에 질 좋은 옷들도 많은데 아쉬워요. 니트가 진짜 흐물 거려서 몇번 빨면 그냥 보풀나고 다 늘어나는 재질이에요. 그리고 생각보다 옷 핏이 너무 커서 모델 핏 절대 안나오고 어벙벙해요.. 아니 그리고 팔이 너무 길어서 손 끝까지 다 덮을 정도에요,,; 핏이 좀 이상해요 ㅠㅠ"
2023-05-20,"리뷰보고 샀는데 넘 괜찮아여 제가 막둬서 좀 구겨지긴했는데 처음에 옷왔을때 냄새가 났는데 비닐에서 꺼내놓으니까 사라졌아여
니트 특성상 좀 붙고 밑에 시보리?가 좀 짱짱해성 팔은 안끼는데 뱃살이 좀;; ㅋㅋ 뱃살이 좀 없거나 하이웨스트를 입고 넣어입오야 뱃살티가 좀 안나여
그리고 단추가 좀 안어울려서 뗏어여 어차피 푸르고 다녀도 파여보이지 않아서 좋어여
가성비 좋아여 근데 지금 입기에 좀 늦었.."
2021-11-17,오배송으로 미안하다고 소소한 사은품 이러면서 보내온게 ㅋㅋ?? 구멍 빵꾸 개 많이 뚫린 수면양말이요??? 누가 보면 제가 일부러 구멍 뚫은 줄 알겠어요 안 좋은 리뷰만 계속 올리니까;; 진짜 겁나 웃기네 증말... 전에 컬러 네개 오배송 문제로 리뷰 겁나 빡쳐있는 상태로 올린 사람인데 가면 갈 수록 ㅋㅋㅋㅋ 어이가 없네요 와... 배송 차콜 잘 왔어요 근데 전화 하셨을때가 아침 이였고 제가 자고 있었을때 였습니다 근데 남자분이 전화를 하셨는데 전화로는 죄송하다고도 안 하시더니 글로는 죄송하다고 적는게 아주 아주 아주 쉬우신가봐요~~~ 이딴 사은품 줄거면 그냥 주지마세요..^^
2021-12-27,"옷은 무난함
마른 체형이라 조금 큼

배송을 무슨 한달정도 걸림;;
12/15일날 주문했는데 배송온날이 12/27일 ㅋㅋ..
고작 니트상의 하나때문에 너무 오래 기다림..
급하신분은 비추천해요."
2022-04-21,제가 키가 있어서 그런지 생각보다 크지도 않고 핏도 괜찮고 지퍼도 쭉쭉 잘 올라갔는데 딱 하루 입고 돌아오니 가슴쪽에 구멍이 나있네요 그냥 전체적으로 매듭이 이곳저곳 풀려있어요 이런 부분은 랜덤인것 같으니 시키실 분들은 신중히 생각하고 시키세요 저처럼 남들 산다고 따라샀다가 옷 버리지 마시구요
2023-02-04,데일리쥬 항상 믿고 입는데 이번 옷은 마감이 덜 되서 왔어요 한쪽 소매가 마감이 되다 말아서 올이 다 풀리기 직전이라 그냥 집에서 꼬맸습니다 제대로 확인안하고 구매확정 누른 제 잘못도 있지만 너무 아쉽네요 ㅠ
2022-03-06,"퀄리티 너무 별로예요. 애초에 엄청 좋은 질을 바라지도 않았고, 2만원 웃돈주고 산거라 그정도 값은 하겠지~ 했는데 만원짜리 맨투맨보다 질이 안 좋은듯... 안감 수건 재질인거 보고 1차 충격받았어요. 그리고 한 번 입고 빨았는데 목이 걍 다 늘어나서,,ㅎㅎ 만원 주고 산 맨투맨보다 질이 별로네요. 그냥 디자인 값이 이만얼마인듯...?"
2022-02-13,"여러개 시킨 배송중에서 제일 늦게 오기도 했지만
받자마자 누가 입었었던거 마냥 중간에 오염 되어 있는거 보고 진짜 기분 나빴구요. 반품하고 뭐하기 귀찮아서 그냥 빨아서 입었습니다."
2022-03-29,"옷은 이뻐요 근데 배송이 엄청 느렸어요ㅠ.

+ 흉통 크거나 어깨넓고 상체 긴 분들은 사지 마세요ㅜ
 완전 팔이랑 밑은 짧고 흉통은 더 부해 보여서 핏 최악이에요.."
2022-09-02,"옷은 사진 그대로 입니다. 편하게 입을 수 있는 저렴한 맨투맨을 사고싶어서 샀는데, 정말 괜히 샀단 생각이 드네요. 
일단 맨투맨의 질 자체가 너무 별로에요.중간에 머리카락인 줄 알았던 실이 알고보니 제대로 박음질도 안된거더라구요. 
그리고 맨투맨 한번 입고 벗으니까 저런 실먼지가 엄청 나옵니다. 저것도 심지어 돌돌이로 세번 밀고 너무하다싶어서 찍은거에요.

여기 리뷰도 좋고 질도 좋아보여서 반품할 생각 꿈에도 못하고 그냥 다 버렸는데 너무 후회되네요."
2021-10-09,냄새나서 세탁기에 딱 한번 널고 빨았는데... 목부분이 1년은 입은것처럼 쭈글해졌어요 보세옷 손빨래할수도없고 한번 빨았다고 이렇게 ㅠㅠ... 핏은 예뻐요 손빨래 가능한분들은 사세요..
2021-05-07,"핏이나 색상은 괜찮은데 ... 안감이 너무 수건같아요...  어떻게 마감을 이렇게 하고 옷을 팔수가 있죠?? 입기전에 돌돌이 필수입니다.... 털 계속나와요 ..ㅋㅋㅋㅋ 그리고 소매 절개라인 있다고 하는거 옷 막상 입으면 티도안나요 ㅋㅋㅋㅋ 뒷쪽에 있어서.... 전혀 포인트가 되지않음...
안감만 보면 무슨 몇천원짜리 싸구려같아요 ㅋㅋ 진짜 이해가 안가네..."
2023-03-04,"제가 정말 놀랐던 부분은 핏팅하고자 한 번 입고 벗으니 안감에 있던 쭈리면에서 진짜 너무많은 실뭉침과 실밥, 실부스러기들이 바닥에 떨어지고 내의에 붙어 있었다는 점입니다. 살면서 입어본 맨투맨이 최소 30개는 넘을 것 같은데 정말 처음 보는 광경이었습니다. 심하긴 하지만 먼지가 있을 수 있지라는 마음으로 좋게 생각하고 돌돌이를 15장 정도 돌렸는데 끝없이 무한대로 계속 나오는 실뭉치들을 보면서 불량이 걸렸다고 생각했습니다. 그래서 문의를 했더니 그 옷은 다른 것도 그렇다며 불량이 아니라고 하더라고요. 완전 초창기 네이버 스토어팜으로 운영 하실때부터 정말 오래된 라룸 팬이었는데 이런 퀄리티 처음이었습니다. 반품할까 하다가 후기를 꼭 남기고 싶어서 구매확정 눌렀습니다. 구입에 꼭 참고하시기 바랍니다.."
2021-12-30,"가볍고 그리 두껍지않은 기모예요
화이트컬러 트레이닝 세트를 원해서 세트로 주문했는데
한달여 가까이 걸렸어요
하의는 입어보고 맘에들어서 같은거로 추가 주문한거였구요
자체제작이라해도 한달여가까이 걸릴만한가
의구심이 들어요..
오기가 생겨서 기다렸네요;;;;
제작과 배송부분 개선을 하셔야 할 것 같아요"
2022-03-02,왜 저만 이런 옷을^^ 하 진짜 이런 옷 처음 받아보네요 검수 좀 꼼꼼하게 해주세요 당장 입어야 해서 꼬매 입어요 세트 바지와는 다르게 기모 없는 기본 사면 완전 얇고 후줄근 합니다..
2022-10-19,"엄청 얇아요 햇빛에 비춘샷입니다
퀄리티에 비해 비싸요..
한번 세탁돌리면 다 없어질만한 질
제가 44사이즈인데도 딱알맞는 느낌들어요.."
2022-02-19,"완전 얇은 티....
이가격에 두툼한걸 원하면 안되지만 너무 얇고
길이도 짧네요.. 모델분입은거랑 달라요...
반품하기에는 배송비 아까워서 입습니다ㅠㅠ"
2021-11-03,세트로 깔별로 한꺼번에 많이 샀는데 너무 후회함 소재도 싸구려인지 뭔지 머르겠는데 엄청 뻑뻑 빳빳하고 바지는 아무리 키작은사람 전용으로 나왔다지만 아동복인줄 알았음 너무 작고 상의는 너무 크고 핏도 바보같음 가격에 비해 퀄리티 핏 다 너무 떨어짐 너무 짜증남 돈 다 날림… 안입어보고 괜찮겠지하고 세탁기에 다 돌려버려서 반품도 못하고 완전 비추요..
2022-10-28,"실망입니다 전에 회색색상 주문해서 입어보고 추가로 검정과 베이지 시켰는데 길이가 길어졌어요
숏으로 주문했고 포장지에도 숏으로 적혀있었는데 숏이 아니에요
기모도아닌데 짠짠한 실같은 보풀먼지가 너무 많이날려서 코가 가렵고 안에 검정 네복입으면 보풀이 다 묻어있을정도로 빨래한후에도 심해요
그럼에도 불구하고 사이즈가 잘맞아서 2개를 재주문했는데 사이즈가 길어져서 핏도달라지고 실망이에요"
2022-09-21,첨 왔을때 검은 알갱이 같은게 덕지덕지 붙어있어서 리뷰후기 봤는데 먼지이야기가 간단히 있더라구요 그래서 손빨래하거 입으려고 했는데 빨아도 검은 알갱이가 남아 있더라구요 그리고 군데군데 얼룩진데 보니 곰팡인거 같습니다 이미 세탁해서 환불은 못하지만 이런 경우는 첨이네여..
2023-04-07,"옷을 너무 대충 만들었네요
어깨선, 옆선, 품 어디 하나 맞는 곳 없어서 입으면 비대칭 되고 너무 별로에요
옷의 퀄리티가 너무 떨어져요
이렇게 제작해서 판매하는 곳 처음보네요
제대로 검수하고 판매하시길"
2021-01-23,"핏이 정말,,제가 좀 덩치가 있는 편이라서 이상한 건가해서 160에 43키로인 친구한테 입혀봤는데도 노답핏이네여,,,,ㅠㅠㅠ환불비용 아까워서 그냥 잠옷으로 입으려구요,,힝"
2022-08-22,"옷에서 먼지냄새가 엄청납니다
제가 먼지알레르기가 있는데
이거 받아서 폴리백 뜯자마자 먼지 엄청나서 알레르기 발동해가지고 .. 고생했어요
그리고 먼지도 먼진데 냄새도 엄청나요..
옷 퀄리티는 보통이상인거 같으나
먼지랑 냄새때문에 중국옷같은 느낌이 확..
평소 이런저런 저렴이옷 많이 접해봤지만
이렇게까지 먼지날리고 냄새나는 옷은 처음 경험해봅니다….

공장에서 받아서 모코측에서 포장한거일텐데
포장 할때 한번씩만 탈탈 털어서 포장했어도 이정도는 아니였을거같은데

항상 느끼는거지만 모코는 좋고 예쁜옷 잘 만들어놓고
cs응대, 포장검수, 배송 에서 이미지 다 깍아먹어서 안타까워요

애정하지만 언젠간 이런부분때문에 탈덕할거같아요.."
2023-05-12,색은 마음에 들긴 하는데요..(톤다운된 색감) 뭐랄까 가슴과 목까지의 길이가 너무 길어서 옷이 자꾸 뒤로 넘어가서 목을 졸라요.... 생활하다 보면 너무 불편함 ㅠㅠ 길이가 되게 애매해요ㅠㅋㅋ ㅜㅜㅜㅜ 처음엔 옷 거꾸로 입은줄 ... 싸니까 옷 늘어나면 잠옷으로 입으려고 한철 입어야지 했는데 불편해서 입지도 못할둣 .. 
2023-03-15,자켓 이너로 입기 좋을만큼 파인거 같아 속는셈치고 구매했는데 자켓이랑 같이 입으니 목이 앞으로 늘어져서 엄청 후줄근해보여요. 배송비가 더 커서 잠옷으로 입으렵니다. 컬러도 엄청 밝은 그레이예요
2022-07-31,"배송 일주일 걸림 - 그럴 수 있다 생각해서 불만 없음

검정색과 라이트블루색 샀는데 소재가 다름 - 뭔 정신으로 물건 파는지 싶음. 검정색은 뻣뻣 라이트블루색은 일반 면티.

심지어 사이즈도 다름 - 사이즈표에 오차 있다고 했는데 진짜로 다른 곳은 처음이고 색마다 사이즈 다를 줄은 몰랐음.

옷의 질은 평범한데 색상마다 옷 관리가 안 되는 거 같아 이 쇼핑몰 자체에서 두 번 다시 구매 의사 없음.
소보원에 연락해서 따지고 싶은데 참음 ㅎㅎ"
2022-09-22,"광이 있어서 저한테는 촌스럽게 느껴졌고 박음질과 마감처리가 제대로 되어있지 않아서 너무 실망했어요.
착용감은 부들부들한데 얇고 착 붙는 핏이라 단독으로 입기에는 부담스러울 것 같아요."
2022-03-07,목이랑 소매 부분에 푸른색 점이 여러개 있어서 오염으로 인한 교환문의했더니 옷 만들 때 실이 껴들어간거라 불량상품이 아니라네요;; 돈 내고 다시 같은 색으로 교환한들 또 이런 상품 받을까봐 그냥 입으려고요
2022-11-30,"옷 자체는 도톰하고 맘에 드는데 마감이 별로에요..
손목쪽에 박음질이 이상하게 꼬여있네요 
이것때문에 교환하기 번거로워서 그냥 입긴하지만
다음부턴 마감에 더 신경 좀 써주셨으면 좋겠어요"
2023-05-25,장난치시나요 검수안하고 옷 보내세요? 택배 비닐은 멀쩡했는데 왜 속포장지가 뜯겨져있고 밟힌 자국이 있죠? 반품하기 번거롭고 귀찮아서 구매확정 하는데 진짜 기분 더럽네요 다신 여기서 구매 안해요 검수 제대로 하세요 구매자 기분 잡치게하려고 이런거 보내셨나ㅋㅋ 
2022-08-31,하...ㅋㅋ..ㅋㅋㅋ...ㅋㅋ 질 안 좋다는 리뷰 흐린눈하고 산 내가 호구지.... 가디건 안에 이너로 한 번 입었는데 저렇게 구멍이 났네요? 도대체 뭐 어떻게 생겼는지는 모르겠는데 아무 시장이나 가서 오천원짜리 티셔츠를 사도 이것보단 오래 입겠어요 ㅎㅎ  다른 리뷰처럼 팔쪽 핏은 삼각형이고 승모근 이상하게 붕 떠요 가격도 그렇고 옷 만지자마자 오래 못 입겠다는 생각은 했는데 이 정도일 줄은.... ㅎㅎ
